"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Harolds Cross, Dublin 6W","Euro","1678.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Templeogue, Dublin 6W","Euro","2040.13"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Terenure, Dublin 6W","Euro","1872.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 7","Euro","1507.64"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Arbour Hill, Dublin 7","Euro","1806.61"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cabra, Dublin 7","Euro","1336.99"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Navan Road, Dublin 7","Euro","1717.53"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","North Circular Road, Dublin 7","Euro","1583.48"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Phibsboro, Dublin 7","Euro","1103.73"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Smithfield, Dublin 7","Euro","1765.5"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Stoneybatter, Dublin 7","Euro","1606.48"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 8","Euro","1625.35"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Christchurch, Dublin 8","Euro","1544.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cork Street, Dublin 8","Euro","1614.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Inchicore, Dublin 8","Euro","1541.27"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Islandbridge, Dublin 8","Euro","1874.38"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilmainham , Dublin 8","Euro","1569.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Portobello, Dublin 8","Euro","1429.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rialto, Dublin 8","Euro","1501.4"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","South Circular Road, Dublin 8","Euro","1548.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","The Coombe, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 9","Euro","1553.82"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballymun, Dublin 9","Euro","1580.04"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Beaumont, Dublin 9","Euro","1694.89"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Drumcondra, Dublin 9","Euro","1394.73"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Glasnevin, Dublin 9","Euro","1556.18"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Santry, Dublin 9","Euro","1828.17"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Whitehall, Dublin 9","Euro","1684.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 10","Euro","1351.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballyfermot, Dublin 10","Euro","1433.31"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cherry Orchard, Dublin 10","Euro","1355.54"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 11","Euro","1496.38"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballymun, Dublin 11","Euro","1507"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Finglas, Dublin 11","Euro","1500.07"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Glasnevin, Dublin 11","Euro","1601.36"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Meakstown, Dublin 11","Euro","1534.87"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","St Margarets Road, Dublin 11","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 12","Euro","1681.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Crumlin, Dublin 12","Euro","1595.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Drimnagh, Dublin 12","Euro","1709.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kimmage, Dublin 12","Euro","1729.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Walkinstown, Dublin 12","Euro","1657.16"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 13","Euro","1772.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Baldoyle, Dublin 13","Euro","1656.87"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Balgriffin, Dublin 13","Euro","1931.76"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clongriffin, Dublin 13","Euro","1768.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Donaghmede, Dublin 13","Euro","1606.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sutton, Dublin 13","Euro","2016.99"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 14","Euro","2090.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Churchtown, Dublin 14","Euro","2252.78"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonskeagh, Dublin 14","Euro","2295.16"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dundrum, Dublin 14","Euro","1961.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Goatstown, Dublin 14","Euro","2375.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rathfarnham, Dublin 14","Euro","2000.38"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 15","Euro","1614.82"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ashtown, Dublin 15","Euro","1750.92"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Blanchardstown, Dublin 15","Euro","1528.39"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Carpenterstown, Dublin 15","Euro","1575.51"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castleknock, Dublin 15","Euro","1833.64"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonee, Dublin 15","Euro","1576.87"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonsilla, Dublin 15","Euro","1635.84"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Coolmine, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mulhuddart, Dublin 15","Euro","1390.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ongar, Dublin 15","Euro","1477.48"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Porterstown, Dublin 15","Euro","1543.13"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Royal Canal Park, Dublin 15","Euro","1585.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tyrrelstown, Dublin 15","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 16","Euro","2014.79"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballinteer, Dublin 16","Euro","1882.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dundrum, Dublin 16","Euro","1957.64"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Knocklyon, Dublin 16","Euro","1892.96"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rathfarnham, Dublin 16","Euro","2090.64"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sandyford, Dublin 16","Euro","1954.67"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 17","Euro","1483.16"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Malahide Road, Dublin 17","Euro","1636.9"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 18","Euro","1933.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cabinteely, Dublin 18","Euro","1872.4"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Carrickmines, Dublin 18","Euro","1930.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Foxrock, Dublin 18","Euro","2641.94"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Leopardstown, Dublin 18","Euro","2020.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sandyford, Dublin 18","Euro","1861.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Stepaside, Dublin 18","Euro","1735.75"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 20","Euro","1526.25"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Chapelizod, Dublin 20","Euro","1414.42"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Palmerstown, Dublin 20","Euro","1686.68"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clondalkin, Dublin 22","Euro","1492.74"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dublin 24","Euro","1547.19"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballycullen, Dublin 24","Euro","1656.88"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Citywest, Dublin 24","Euro","1865.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Firhouse, Dublin 24","Euro","1784.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tallaght, Dublin 24","Euro","1529.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Galway","Euro","1139.84"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Galway City","Euro","1280.87"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Athenry, Galway","Euro","985.9"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballinasloe, Galway","Euro","782.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballybane, Galway","Euro","1115.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballybrit, Galway","Euro","1126.99"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Barna, Galway","Euro","1341.83"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Bohermore, Galway","Euro","1275.84"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Claregalway, Galway","Euro","1090.07"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clifden, Galway","Euro","671.61"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Doughiska, Galway","Euro","1127.46"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Gort, Galway","Euro","808.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Headford, Galway","Euro","1083.66"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Knocknacarra, Galway","Euro","1202.7"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Loughrea, Galway","Euro","886.15"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mervue, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Monivea, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Moycullen, Galway","Euro","1129.93"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Newcastle, Galway","Euro","1215.19"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Oranmore, Galway","Euro","1101"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Oughterard, Galway","Euro","975.61"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Portumna, Galway","Euro","692.18"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rahoon, Galway","Euro","1126.25"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Renmore, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Roscam, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Salthill, Galway","Euro","1161.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tuam, Galway","Euro","880.92"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Wellpark, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Woodquay, Galway","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kerry","Euro","789.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castleisland, Kerry","Euro","642.17"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dingle, Kerry","Euro","725.31"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kenmare, Kerry","Euro","798.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Killarney, Kerry","Euro","948.24"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Killorglin, Kerry","Euro","762.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Listowel, Kerry","Euro","650.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tralee, Kerry","Euro","773.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kildare","Euro","1317.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kildare Town","Euro","1080.68"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Athy, Kildare","Euro","965.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castledermot, Kildare","Euro","1004.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Celbridge, Kildare","Euro","1407.63"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clane, Kildare","Euro","1295.19"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilcock, Kildare","Euro","1234.74"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilcullen, Kildare","Euro","1145.3"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kill, Kildare","Euro","1321.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Leixlip, Kildare","Euro","1459.28"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Maynooth, Kildare","Euro","1621.07"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Monasterevin, Kildare","Euro","1029.99"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Naas, Kildare","Euro","1408.92"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Newbridge, Kildare","Euro","1161.3"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rathangan, Kildare","Euro","1047.6"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sallins, Kildare","Euro","1282.59"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilkenny","Euro","854.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilkenny City","Euro","967.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Callan, Kilkenny","Euro","861.88"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castlecomer, Kilkenny","Euro","847.04"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Freshford, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Thomastown, Kilkenny","Euro","843.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Laois","Euro","884.04"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mountmellick, Laois","Euro","801.44"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mountrath, Laois","Euro","820.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Portarlington, Laois","Euro","834.18"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Portlaoise, Laois","Euro","940.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Leitrim","Euro","589.7"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Carrick-On-Shannon, Leitrim","Euro","619.33"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Manorhamilton, Leitrim","Euro","522.16"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Limerick","Euro","1021.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Limerick City","Euro","1083.77"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Abbeyfeale, Limerick","Euro","611.96"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Annacotty, Limerick","Euro","1265.04"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castleconnell, Limerick","Euro","1178.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castletroy, Limerick","Euro","1206.41"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Corbally, Limerick","Euro","1082.28"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dock Road, Limerick","Euro","923.54"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dooradoyle, Limerick","Euro","1122.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilmallock, Limerick","Euro","745.47"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Newcastle West, Limerick","Euro","730.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Raheen, Limerick","Euro","1186.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Longford","Euro","673.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Longford Town","Euro","700.15"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballymahon, Longford","Euro","642.69"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Edgeworthstown, Longford","Euro","643.21"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Newtownforbes, Longford","Euro","714.17"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Louth","Euro","1091.21"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ardee, Louth","Euro","1002.79"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Drogheda, Louth","Euro","1119.03"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dundalk, Louth","Euro","1071.15"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mayo","Euro","704.48"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballina, Mayo","Euro","656.13"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballinrobe, Mayo","Euro","609.69"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","581"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Belmullet, Mayo","Euro","557.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castlebar, Mayo","Euro","759.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Charlestown, Mayo","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Claremorris, Mayo","Euro","728.9"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Foxford, Mayo","Euro","651.39"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Swinford, Mayo","Euro","594.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Westport, Mayo","Euro","823.74"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Meath","Euro","1215.78"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ashbourne, Meath","Euro","1395.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Athboy, Meath","Euro","1041.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Bettystown, Meath","Euro","1265.25"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonee, Meath","Euro","1365.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Drogheda, Meath","Euro","1290.27"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Duleek, Meath","Euro","1144.02"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dunboyne, Meath","Euro","1510.29"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dunshaughlin, Meath","Euro","1397"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Enfield, Meath","Euro","1243.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kells, Meath","Euro","1004.36"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Laytown, Meath","Euro","1205.47"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Navan, Meath","Euro","1155.02"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ratoath, Meath","Euro","1375.15"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Stamullen, Meath","Euro","1304.46"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Trim, Meath","Euro","1094.96"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Monaghan","Euro","681.75"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballybay, Monaghan","Euro","597.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","736.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castleblayney, Monaghan","Euro","692.3"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Monaghan Town","Euro","703.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Offaly","Euro","835.25"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Banagher, Offaly","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Birr, Offaly","Euro","642.77"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clara, Offaly","Euro","832.39"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Edenderry, Offaly","Euro","879.42"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tullamore, Offaly","Euro","928.79"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Roscommon","Euro","685.92"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Roscommon Town","Euro","729.31"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Athlone, Roscommon","Euro","970.42"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro","532.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Boyle, Roscommon","Euro","629.75"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castlerea, Roscommon","Euro","562.3"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Strokestown, Roscommon","Euro","623.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sligo","Euro","752.61"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Sligo Town","Euro","792.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballinode, Sligo","Euro","933.02"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballisodare, Sligo","Euro","741.34"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballymote, Sligo","Euro","592.14"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballytivnan, Sligo","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Collooney, Sligo","Euro","733.02"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Lough Gill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Strandhill, Sligo","Euro","939.37"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tubbercurry, Sligo","Euro","675.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tipperary","Euro","727.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tipperary Town","Euro","650.88"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballina, Tipperary","Euro","974.36"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cahir, Tipperary","Euro","630.98"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro","736.04"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cashel, Tipperary","Euro","713.88"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonmel, Tipperary","Euro","797.78"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Fethard, Tipperary","Euro","715.19"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Nenagh, Tipperary","Euro","752.38"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Roscrea, Tipperary","Euro","670.7"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Templemore, Tipperary","Euro","586.39"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Thurles, Tipperary","Euro","682.29"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Waterford","Euro","835.54"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Waterford City","Euro","865.05"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ballytruckle, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Canada Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castle Place, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Cork Road, Waterford","Euro","889.44"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dungarvan, Waterford","Euro","809.14"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dunmore East, Waterford","Euro","915.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Dunmore Road, Waterford","Euro","1054.32"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ferrybank, Waterford","Euro",""
